AMKA	first_name	last_name	staff_type
78959958392	Βασίλειος	Σωτηρίου	Nurse
80936753808	Δημήτριος	Σπυρίδης	Nurse
81002567718	Βασιλική	Ζέρβας	Nurse
82460034456	Σπυρίδων	Καραγιάννης	Nurse
83300940583	Αθανάσιος	Σπάθης	Nurse
84017510265	Μαρίνα	Πετρίδης	Doctor
84621888583	Ελένη	Πολίτης	Nurse
85582085060	Σπυρίδων	Διαμαντής	Nurse
85849364047	Αλεξάνδρα	Διαμαντής	Doctor
86711824406	Σταυρούλα	Καρράς	Nurse
87043012628	Μιχαήλ	Μανιάτης	Nurse
87067078150	Αναστασία	Φωτιάδης	Nurse
87167921296	Αικατερίνη	Παναγιωτόπουλος	Nurse
87442308025	Φώτιος	Αλεξίου	Nurse
87940054988	Στέφανος	Γαλάνης	Nurse
88118707450	Βασίλειος	Δημητρίου	Nurse
88129706540	Στέφανος	Λάμπρου	Nurse
88297020946	Αγγελική	Μωραΐτης	Doctor
89515550837	Παναγιώτης	Μάντης	Doctor
89898201857	Αλεξάνδρα	Γαλάνης	Nurse
90562180106	Μιχαήλ	Καρράς	Nurse
91362431887	Γεώργιος	Πολίτης	Nurse
91608409683	Εμμανουήλ	Μακρής	Nurse
92027278023	Σταυρούλα	Νικολάου	Nurse
92107891879	Ιωάννης	Λάμπρου	Nurse
93104795149	Ιωάννης	Κοντός	Nurse
93702496451	Εμμανουήλ	Δημητρίου	Nurse
94097113359	Μιχαήλ	Λαζαρίδης	Nurse
94931935241	Κωνσταντίνος	Παπαδόπουλος	Doctor
95399115785	Γεωργία	Μωραΐτης	Nurse
95665556257	Μιχαήλ	Βέγγος	Nurse
95666032918	Δήμητρα	Ρήγας	Nurse
97059615268	Κωνσταντίνος	Ράπτης	Nurse
97206372189	Αλεξάνδρα	Κορωναίος	Nurse
98242105347	Ευάγγελος	Μωραΐτης	Doctor
98932598286	Στέφανος	Βασιλείου	Nurse
99936205092	Παναγιώτα	Κωστόπουλος	Doctor
